,state_id,state_name,city
761,2,Alaska,Healy
762,2,Alaska,Holy Cross
763,2,Alaska,Homer
764,2,Alaska,Hoonah
765,2,Alaska,Hooper Bay
766,2,Alaska,Hope
768,2,Alaska,Hughes
769,2,Alaska,Huslia
770,2,Alaska,Hydaburg
771,2,Alaska,Hyder
772,2,Alaska,Iliamna
773,2,Alaska,Indian
774,2,Alaska,Juneau
775,2,Alaska,Kake
776,2,Alaska,Kaktovik
777,2,Alaska,Kalskag
778,2,Alaska,Kaltag
779,2,Alaska,Karluk
780,2,Alaska,Kasigluk
781,2,Alaska,Kasilof
782,2,Alaska,Kenai
783,2,Alaska,Ketchikan
784,2,Alaska,Kiana
785,2,Alaska,King Cove
786,2,Alaska,King Salmon
787,2,Alaska,Kipnuk
788,2,Alaska,Kivalina
789,2,Alaska,Klawock
790,2,Alaska,Kobuk
791,2,Alaska,Kodiak
792,2,Alaska,Kongiganak
793,2,Alaska,Kotlik
794,2,Alaska,Kotzebue
795,2,Alaska,Koyuk
796,2,Alaska,Koyukuk
797,2,Alaska,Kwethluk
798,2,Alaska,Kwigillingok
799,2,Alaska,Lake Minchumina
800,2,Alaska,Larsen Bay
801,2,Alaska,Levelock
802,2,Alaska,Lower Kalskag
803,2,Alaska,Manley Hot Springs
804,2,Alaska,Manokotak
805,2,Alaska,Marshall
806,2,Alaska,Mc Grath
807,2,Alaska,Mekoryuk
808,2,Alaska,Metlakatla
809,2,Alaska,Meyers Chuck
810,2,Alaska,Minto
811,2,Alaska,Moose Pass
812,2,Alaska,Mountain Village
813,2,Alaska,Naknek
814,2,Alaska,Napakiak
815,2,Alaska,Nenana
816,2,Alaska,New Stuyahok
817,2,Alaska,Nightmute
818,2,Alaska,Nikiski
819,2,Alaska,Nikolai
820,2,Alaska,Nikolski
821,2,Alaska,Ninilchik
822,2,Alaska,Noatak
823,2,Alaska,Nome
824,2,Alaska,Nondalton
825,2,Alaska,Noorvik
826,2,Alaska,North Pole
827,2,Alaska,Northway
828,2,Alaska,Nuiqsut
829,2,Alaska,Nulato
830,2,Alaska,Nunam Iqua
831,2,Alaska,Nunapitchuk
832,2,Alaska,Old Harbor
833,2,Alaska,Ouzinkie
834,2,Alaska,Palmer
835,2,Alaska,Pedro Bay
836,2,Alaska,Pelican
837,2,Alaska,Perryville
838,2,Alaska,Petersburg
839,2,Alaska,Pilot Point
